stars,avg_useful,avg_funny,avg_cool
1,1.673852782794086,0.42204487365018284,0.1542266755261688
3,1.1819638343134056,0.4003314741136379,0.472542999383414
5,0.972481491718394,0.23793937025438952,0.5485504700598994
4,1.2355241120849574,0.3807786765202893,0.7435324335894374
2,1.3525823684769496,0.4257451336371178,0.2576216640816932
